9,100,0.0928420189750335,0.0397316885573034
9.5,100,0.0943535652277281,0.0379332155183142
10,100,0.0860400608379072,0.0369614673644438
10.5,100,0.0928420189750335,0.0374406184178152
11,100,0.0943535652277281,0.0390019222364342
11.5,100,0.0958651114804225,0.0380998010545331
12,100,0.12458449028162,0.0379606308438681
12.5,100,0.166152012230722,0.0376219938780834
13,100,0.176732835999585,0.0376442050986168
13.5,100,0.183534794136711,0.0391815976104116
14,100,0.203940668548088,0.0417143821228516
14.5,80,0.511540330971444,0.0476152477265746
15,80,0.518342289108569,0.0424582418730767
15.5,80,0.531946205382821,0.0375831030643637
16,80,0.575025273584617,0.041973121462901
16.5,100,0.148013457198387,0.0422375358320679
17,100,0.175977062873237,0.0386262668037163
17.5,100,0.167663558483417,0.0396194295491527
18,100,0.185046340389405,0.0440720837623284
18.5,120,0.106445935249285,0.0422246832647546
19,120,0.0610995476684458,0.038275718755848
19.5,120,0.102667069617548,0.0383472188361806
20,120,0.103422842743896,0.0418968383975128
20.5,80,0.61659279553372,0.0426952112933075
21,80,0.479042086538509,0.0370127881148355
21.5,80,0.55764249167863,0.0384493209121433
22,80,0.520609608487612,0.0420894721402382
22.5,90,0.274227569298388,0.042482903933197
23,90,0.35509529381755,0.0371058345425889
23.5,90,0.275739115551083,0.0383440481152076
24,90,0.243240871118148,0.045139931603415
24.5,110,0.171442424115153,0.042463565832908
25,110,0.128363355913357,0.037194908700351
25.5,110,0.0671457326792247,0.0377362683783883
26,110,0.0648784133001826,0.0409138123639866
26.5,100,0.193359844779225,0.0496668402300639
27,100,0.0799938758271288,0.0515415924579318
27.5,100,0.268181384287609,0.0422303866209677
28,100,0.238706232360064,0.0375256108511071
28.5,100,0.30748158685767,0.0368925943111877
29,100,0.243996644244495,0.0399571859906576
29.5,100,0.308237359984017,0.0417187986796883
30,100,0.338468285037909,0.0442468253427705
30.5,80,0.717866394464259,0.050627047992805
31,80,0.578804139216354,0.0488016962119631
31.5,80,0.517586515982222,0.0452889727259
32,80,0.513051877224138,0.0483496313718626
32.5,100,0.334689419406173,0.0494049173202697
33,100,0.250798602381621,0.0420771100991155
33.5,100,0.10795748150198,0.0392569265256832
